neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Centro,Justicia,40.424547282663,-3.69806177462349,Entire home/apt,77,3,2,1.03,1,340
Puente de Vallecas,Entrevías,40.3816037418989,-3.66782507715536,Entire home/apt,42,6,0,0,1,11
Chamberí,Arapiles,40.4361948181643,-3.70583382744807,Entire home/apt,42,2,7,4.57,1,118
Salamanca,Castellana,40.4353242077532,-3.6805723018264,Entire home/apt,45,2,2,1.43,2,24
Puente de Vallecas,San Diego,40.3970412680064,-3.67029639663206,Private room,17,1,2,0.5,4,71
Salamanca,Goya,40.4269794448808,-3.67018740634406,Private room,45,2,6,2.69,4,286
Chamberí,Trafalgar,40.4316277222257,-3.70136141827258,Entire home/apt,90,2,0,0,1,127
Barajas,Corralejos,40.4635544906863,-3.58737136698258,Private room,40,1,1,0.61,2,187
Centro,Embajadores,40.4079845148342,-3.70640159990271,Private room,28,2,3,0.76,1,361
Centro,Embajadores,40.4089401143896,-3.69899515644886,Entire home/apt,56,1,23,6.22,1,80
Retiro,Ibiza,40.4187149188521,-3.67190924327198,Private room,50,1,0,0,1,90
Salamanca,Guindalera,40.4331540078385,-3.67199310437928,Entire home/apt,130,1,12,3.56,2,142
Centro,Embajadores,40.4095486425064,-3.70125496913726,Shared room,22,1,20,5.04,4,105
Centro,Embajadores,40.4065246046153,-3.6984954086984,Entire home/apt,80,2,1,0.32,1,206
Ciudad Lineal,Pueblo Nuevo,40.4317955212101,-3.63414163252423,Private room,25,1,0,0,1,0
Arganzuela,Chopera,40.3981376574912,-3.69912410799849,Entire home/apt,40,5,9,2.03,1,37
Retiro,Jerónimos,40.4143702601371,-3.68904080653068,Entire home/apt,120,2,9,2.27,2,343
Centro,Embajadores,40.4083464509678,-3.69333483989802,Private room,37,2,23,5.75,3,56
Chamberí,Trafalgar,40.4376280350604,-3.70252644552534,Entire home/apt,49,2,4,1.38,1,296
Centro,Justicia,40.4232951378378,-3.69961224527478,Private room,40,1,16,3.81,3,334
Chamartín,Ciudad Jardín,40.447615331141,-3.6711919173001,Entire home/apt,50,1,16,4,1,54
Centro,Justicia,40.4227574784127,-3.700654934471,Private room,50,1,25,5.95,3,332
Centro,Justicia,40.4236372721882,-3.69924650985851,Private room,30,1,33,8.84,5,262
Chamberí,Almagro,40.4353795930019,-3.69208163789865,Entire home/apt,99,2,3,0.72,10,89
Centro,Sol,40.4187062735116,-3.70320126872843,Entire home/apt,105,4,5,1.18,1,278
Arganzuela,Acacias,40.3973231057948,-3.70668060631945,Entire home/apt,70,2,2,0.86,4,342
Tetuán,Cuatro Caminos,40.4502804799341,-3.6997015729414,Entire home/apt,162,4,7,1.88,1,346
Barajas,Corralejos,40.4592168575246,-3.5973147606539,Private room,14,10,0,0,1,176
Fuencarral - El Pardo,Pilar,40.4744072582924,-3.71238007810937,Private room,40,1,0,0,2,75
Centro,Justicia,40.4219547437377,-3.6976038985124,Entire home/apt,190,2,1,0.71,1,271
Centro,Sol,40.417225572477,-3.70747633099944,Entire home/apt,120,3,5,1.97,3,298
Fuencarral - El Pardo,Mirasierra,40.490265031279,-3.72203398326161,Entire home/apt,115,1,0,0,1,38
Salamanca,Fuente del Berro,40.424347389154,-3.6668462361589,Private room,22,4,1,0.32,1,23
Centro,Embajadores,40.4103536806145,-3.70774857698642,Entire home/apt,79,2,4,0.99,1,73
Salamanca,Fuente del Berro,40.4264415647906,-3.66641091676815,Entire home/apt,36,2,6,1.44,1,0
Chamberí,Trafalgar,40.4311947904433,-3.69983535742737,Entire home/apt,65,2,5,1.97,1,311
Salamanca,Lista,40.4360008823725,-3.67798329804497,Entire home/apt,115,4,1,0.33,1,0
Ciudad Lineal,Colina,40.460945503233,-3.66238399947822,Entire home/apt,50,3,0,0,1,6
Chamberí,Almagro,40.4293815828936,-3.69092068071014,Entire home/apt,95,4,4,1.22,1,352
Centro,Sol,40.418985765605,-3.70727564846418,Entire home/apt,39,2,11,2.97,6,56
Centro,Justicia,40.4243518209852,-3.69728729890479,Entire home/apt,55,3,9,2.18,10,153
Centro,Sol,40.4174604602667,-3.7065536748258,Entire home/apt,39,2,12,3.21,6,77
Centro,Sol,40.4173094800231,-3.70730225351614,Entire home/apt,39,2,8,2.02,6,99
Centro,Sol,40.4182302535119,-3.70784618678726,Entire home/apt,59,2,10,2.97,6,109
Chamberí,Trafalgar,40.438424566604,-3.70226798250872,Entire home/apt,45,1,6,1.53,7,327
Carabanchel,Vista Alegre,40.3893899274509,-3.73768651367902,Private room,99,1,1,0.31,11,324
Centro,Sol,40.4197249907713,-3.70057457635342,Entire home/apt,58,3,17,3.98,1,127
Carabanchel,San Isidro,40.4001858638255,-3.72305977316147,Entire home/apt,59,14,3,0.76,2,51
Centro,Embajadores,40.4093167270516,-3.70473753036218,Entire home/apt,50,3,13,3.12,1,101
San Blas - Canillejas,Simancas,40.4360980668742,-3.6223642094684,Private room,30,1,0,0,1,179
Centro,Palacio,40.4144104577472,-3.71122938871722,Entire home/apt,55,3,12,3.03,1,292
Centro,Palacio,40.4171500844563,-3.70936730430628,Entire home/apt,79,2,3,0.92,1,40
Centro,Justicia,40.4193023696063,-3.69667181533646,Entire home/apt,80,2,17,4.11,1,91
Centro,Sol,40.4157249231822,-3.70507035527988,Entire home/apt,220,2,13,3.28,15,284
Moncloa - Aravaca,Ciudad Universitaria,40.4558893895629,-3.71296534541709,Private room,20,2,3,0.76,1,155
Puente de Vallecas,San Diego,40.3969712755334,-3.66952929225976,Private room,17,1,15,4.21,4,312
Centro,Palacio,40.4133941889625,-3.71296994710971,Private room,30,4,8,2,3,255
Salamanca,Castellana,40.4363960319925,-3.68420773055208,Private room,49,1,1,0.61,1,21
Centro,Universidad,40.4248100936352,-3.70395012609514,Private room,30,1,4,2.14,1,54
Ciudad Lineal,Pueblo Nuevo,40.4300428084005,-3.64526218120664,Private room,17,1,4,1.24,1,337
Centro,Sol,40.4165122763934,-3.70188299094867,Entire home/apt,199,4,1,0.31,1,172
Carabanchel,Opañel,40.3921931722796,-3.72422516704692,Private room,16,3,2,0.62,16,9
Salamanca,Recoletos,40.4230047180668,-3.68478461333743,Entire home/apt,75,2,4,1.3,3,333
Chamberí,Gaztambide,40.4316045704865,-3.71240983748706,Private room,35,2,9,2.25,1,157
Salamanca,Goya,40.4282943083373,-3.6749385045784,Private room,35,1,4,0.97,1,306
Centro,Universidad,40.4236687710947,-3.7089414320534,Entire home/apt,68,1,0,0,1,344
Puente de Vallecas,Numancia,40.3992325950715,-3.66830168221744,Private room,25,1,3,2.14,1,356
Hortaleza,Valdefuentes,40.4893131509596,-3.64856900248675,Entire home/apt,70,1,3,1.13,1,325
Salamanca,Recoletos,40.424134101609,-3.68980694498446,Entire home/apt,39,2,3,0.82,1,9
Chamberí,Almagro,40.43463979247,-3.69099719020017,Entire home/apt,105,7,0,0,11,126
San Blas - Canillejas,Canillejas,40.4445627573101,-3.61129007611807,Private room,30,1,2,0.47,1,311
Chamartín,El Viso,40.4492704832332,-3.68010047765008,Entire home/apt,132,20,0,0,4,365
Salamanca,Fuente del Berro,40.4294017545509,-3.66327071230528,Entire home/apt,70,2,1,0.3,145,318
Retiro,Ibiza,40.4169383476173,-3.67642314587874,Private room,40,11,0,0,2,365
Centro,Embajadores,40.412400409505,-3.70042153327668,Entire home/apt,149,2,8,2.38,1,0
Tetuán,Cuatro Caminos,40.4514362242035,-3.7024443580738,Private room,68,5,0,0,1,90
Ciudad Lineal,Concepción,40.4323580109402,-3.65769260257207,Private room,11,1,0,0,1,0
Salamanca,Recoletos,40.422374084823,-3.68600875340216,Private room,77,2,0,0,1,0
Carabanchel,San Isidro,40.3982600730069,-3.73430438792686,Private room,19,1,1,0.39,2,42
Centro,Universidad,40.4204927197803,-3.70189146924543,Entire home/apt,70,2,9,2.76,2,46
Salamanca,Guindalera,40.4353566033323,-3.67321777419118,Private room,26,1,16,3.97,1,26
Ciudad Lineal,Quintana,40.4421048316498,-3.63825250600877,Entire home/apt,55,2,19,4.79,1,332
Centro,Cortes,40.4111309515733,-3.69336977576785,Private room,20,3,9,2.23,1,33
Centro,Palacio,40.416244988336,-3.72141572985207,Private room,21,1,0,0,5,281
Ciudad Lineal,Ventas,40.4300150203983,-3.65603394187356,Private room,20,1,3,0.92,1,81
Chamberí,Arapiles,40.430388148609,-3.70596251180157,Private room,25,1,4,0.92,6,351
Arganzuela,Palos de Moguer,40.4023172103597,-3.69036523387272,Entire home/apt,90,2,15,3.66,1,293
Centro,Embajadores,40.4091261339545,-3.70362344480536,Private room,10,20,3,0.71,1,46
Salamanca,Guindalera,40.4322399647747,-3.67116934982658,Entire home/apt,80,1,6,1.45,1,36
Centro,Palacio,40.4162755600845,-3.71018918835831,Entire home/apt,60,2,10,2.4,7,70
Chamartín,Hispanoamérica,40.4546396712077,-3.67735369889927,Private room,25,1,7,1.63,1,88
Centro,Embajadores,40.4117397786291,-3.704961994904,Entire home/apt,65,2,20,5.04,2,294
Chamartín,El Viso,40.4384711562579,-3.68055754786317,Entire home/apt,81,1,12,2.95,2,113
Fuencarral - El Pardo,Valverde,40.5027376821238,-3.67407322088828,Entire home/apt,88,3,1,0.86,8,338
Salamanca,Goya,40.4233577020745,-3.6745184802619,Private room,55,2,1,0.34,2,74
Fuencarral - El Pardo,Valverde,40.504407567889,-3.67457800140285,Entire home/apt,99,3,1,0.73,8,365
Fuencarral - El Pardo,Valverde,40.5136730813717,-3.67568267941336,Entire home/apt,89,3,1,0.38,8,360
Usera,San Fermín,40.3774783100338,-3.69331945436286,Entire home/apt,24,1,5,1.83,2,322
Latina,Aluche,40.3969107269728,-3.76491304846497,Private room,30,1,1,0.88,1,179
Puente de Vallecas,Palomeras Bajas,40.3884282916798,-3.65502726592019,Entire home/apt,32,1,18,4.39,2,315
Centro,Embajadores,40.4081550805911,-3.6977542330982,Entire home/apt,43,2,27,7.57,1,43
Tetuán,Castillejos,40.4579664030862,-3.70009211536674,Entire home/apt,40,30,2,0.59,1,68
Centro,Universidad,40.4278770900389,-3.71127449230877,Entire home/apt,90,3,3,0.94,5,263
Chamartín,Prosperidad,40.4397840861725,-3.67614277073669,Private room,25,1,5,1.19,1,310
Centro,Sol,40.4153565303585,-3.70312362338651,Entire home/apt,45,3,4,1.22,1,57
Centro,Cortes,40.414491038031,-3.70095233598166,Entire home/apt,95,2,19,4.56,5,231
Centro,Universidad,40.4263689958065,-3.70827893059492,Private room,40,1,0,0,1,56
Retiro,Pacífico,40.4056706469588,-3.67537216923331,Entire home/apt,80,2,10,2.52,1,117
Tetuán,Bellas Vistas,40.447243482833,-3.70741235843768,Private room,25,7,0,0,1,0
Centro,Universidad,40.4202758417061,-3.70448500010154,Entire home/apt,57,1,21,5,1,250
Centro,Universidad,40.4270133967015,-3.70489257825407,Private room,38,2,9,2.14,2,357
San Blas - Canillejas,Simancas,40.434913799838,-3.61777291907506,Private room,15,1,13,4.11,1,18
Latina,Puerta del Angel,40.4116672554495,-3.72912676392394,Private room,15,3,0,0,1,1
Centro,Sol,40.4148586547647,-3.70445904801403,Entire home/apt,70,3,8,2.07,15,41
Chamberí,Rios Rosas,40.4412509376638,-3.69769864119529,Private room,1000,1,0,0,1,364
Centro,Embajadores,40.409698521692,-3.6957888008651,Entire home/apt,55,2,12,3.21,1,328
Centro,Palacio,40.4121049821351,-3.71210244339673,Entire home/apt,50,2,18,4.78,1,102
Centro,Universidad,40.4209991757175,-3.70456114487443,Private room,27,2,9,2.65,2,339
Chamberí,Almagro,40.4349056290229,-3.69241501716339,Entire home/apt,121,7,0,0,11,157
Centro,Cortes,40.4155530195957,-3.70161383175507,Private room,36,1,21,5,1,40
Centro,Palacio,40.4117404281855,-3.71121431135344,Private room,30,2,1,1,1,74
Carabanchel,Puerta Bonita,40.380535990788,-3.74506846697589,Private room,14,1,0,0,2,169
Centro,Embajadores,40.4128338996479,-3.70733404833484,Entire home/apt,99,1,7,1.76,1,219
Carabanchel,Vista Alegre,40.3820138404933,-3.74332214921601,Private room,14,1,0,0,2,181
Arganzuela,Atocha,40.4074306316364,-3.69103837860466,Entire home/apt,59,20,0,0,1,185
Carabanchel,Comillas,40.3902165033654,-3.71382420009502,Private room,25,1,0,0,1,0
Centro,Embajadores,40.4094332739327,-3.70749265725933,Entire home/apt,40,2,20,5,1,59
Centro,Palacio,40.4184252360138,-3.70897745412702,Entire home/apt,75,2,13,3.25,1,134
Ciudad Lineal,Quintana,40.4395339241343,-3.63611572592897,Entire home/apt,69,2,4,2.07,1,237
Centro,Cortes,40.414286022456,-3.70045962915845,Entire home/apt,120,2,14,3.53,15,327
Chamberí,Rios Rosas,40.4386666256933,-3.69883979494454,Entire home/apt,40,2,0,0,1,304
Moncloa - Aravaca,Argüelles,40.4262109289459,-3.7165086082804,Private room,35,1,8,2,1,9
Centro,Universidad,40.4280618774986,-3.70300778749187,Entire home/apt,43,1,5,1.95,1,317
Centro,Cortes,40.4112923062115,-3.69644173136958,Entire home/apt,55,1,27,6.43,5,271
Centro,Embajadores,40.4089227365464,-3.70402134617064,Private room,200,1,1,0.31,1,365
Centro,Embajadores,40.4075804859088,-3.70065629982012,Entire home/apt,55,1,0,0,1,0
Centro,Palacio,40.4097713077151,-3.71724847947532,Entire home/apt,56,1,20,5.04,1,332
Chamberí,Gaztambide,40.4333062471544,-3.71294564603029,Entire home/apt,68,2,6,1.51,2,336
Centro,Embajadores,40.4104983237816,-3.69838765762374,Entire home/apt,160,3,8,2.5,1,284
Arganzuela,Acacias,40.4026545725272,-3.70279809750126,Entire home/apt,100,2,0,0,1,89
Tetuán,Almenara,40.469359195764,-3.69835792743881,Shared room,55,1,1,0.36,2,94
Centro,Justicia,40.424862940437,-3.69900887013894,Private room,19,3,11,3.27,3,8
Centro,Embajadores,40.4105138259019,-3.69905553809948,Entire home/apt,40,3,18,4.43,1,64
Tetuán,Bellas Vistas,40.4545810597048,-3.70860956720267,Entire home/apt,33,1,3,0.83,44,342
Retiro,Jerónimos,40.4069480897114,-3.68452847421957,Private room,35,5,1,0.77,1,82
Moncloa - Aravaca,Aravaca,40.4467822989482,-3.77809201245652,Private room,25,1,5,1.76,4,280
Moncloa - Aravaca,Aravaca,40.4483718559265,-3.77779523353886,Private room,35,1,4,1.71,4,274
Arganzuela,Imperial,40.4134339350411,-3.71855157940468,Entire home/apt,60,5,0,0,2,286
Centro,Palacio,40.4079289357449,-3.71309574106745,Entire home/apt,80,1,0,0,2,353
Centro,Cortes,40.4104795952098,-3.69390395214009,Entire home/apt,100,1,21,5.25,13,89
Centro,Universidad,40.4219838200553,-3.70462446353309,Entire home/apt,45,2,9,2.16,5,331
Latina,Puerta del Angel,40.4085939046417,-3.73051976400875,Private room,16,1,4,1.07,1,85
Centro,Cortes,40.4181331752687,-3.69782622274872,Entire home/apt,50,2,16,4.17,3,194
Centro,Sol,40.4144505004654,-3.70531085283436,Private room,28,1,20,5,1,2
Centro,Embajadores,40.4078505689329,-3.69708987912014,Private room,25,2,0,0,4,284
Centro,Palacio,40.412566983982,-3.71527638471529,Entire home/apt,115,4,3,0.94,1,251
Chamberí,Arapiles,40.4348724447834,-3.70754703932075,Private room,135,1,0,0,1,353
Centro,Palacio,40.4173527939001,-3.71530836489932,Private room,50,7,0,0,1,365
Ciudad Lineal,Ventas,40.4292120734301,-3.64627315467837,Entire home/apt,41,2,28,6.94,1,85
Centro,Embajadores,40.408067480817,-3.69487980055998,Entire home/apt,88,2,2,0.6,2,301
Centro,Embajadores,40.4110802794338,-3.70607324419235,Entire home/apt,130,3,2,0.5,8,303
Fuencarral - El Pardo,Mirasierra,40.5029005501358,-3.69850517521738,Entire home/apt,69,2,2,0.6,1,139
Centro,Sol,40.4197813444439,-3.70289318794646,Entire home/apt,70,2,13,3.51,1,10
Arganzuela,Acacias,40.4034149522594,-3.70326426224235,Private room,28,2,4,0.97,1,0
Centro,Palacio,40.4201716449774,-3.70842053115254,Entire home/apt,80,2,8,2.4,1,319
Centro,Palacio,40.422410339328,-3.71128507564903,Private room,27,3,1,0.42,1,345
Arganzuela,Delicias,40.3996144182733,-3.69661363992819,Entire home/apt,25,7,2,0.62,1,128
Centro,Universidad,40.4278283645808,-3.70286648199431,Private room,42,3,13,3.42,2,71
Ciudad Lineal,Colina,40.4572754948508,-3.65759113795434,Entire home/apt,100,2,5,1.35,2,36
Centro,Cortes,40.4151898289696,-3.70055888135578,Entire home/apt,120,5,2,0.65,28,92
Retiro,Ibiza,40.4172497586584,-3.67289230574545,Private room,53,2,0,0,1,342
Centro,Embajadores,40.4103644108416,-3.70511836748579,Entire home/apt,95,2,3,0.93,1,4
Centro,Embajadores,40.4076609734644,-3.69773381118265,Private room,29,2,2,1.22,4,59
Latina,Puerta del Angel,40.4108713187583,-3.72486064928668,Entire home/apt,50,2,2,2,1,161
Centro,Embajadores,40.408048530751,-3.7001272234028,Private room,80,6,0,0,1,123
Centro,Embajadores,40.4087232151542,-3.69236201914807,Entire home/apt,120,2,7,2.44,67,109
Centro,Sol,40.4161328563815,-3.70644375560262,Entire home/apt,140,3,4,1.94,15,176
Villa de Vallecas,Casco Histórico de Vallecas,40.3748893664442,-3.62643080915389,Private room,15,1,3,0.99,1,57
Arganzuela,Imperial,40.4127604811878,-3.71877611936899,Entire home/apt,50,1,1,0.25,1,0
Salamanca,Guindalera,40.4309514138481,-3.66286524633227,Entire home/apt,99,2,3,3,1,321
Carabanchel,San Isidro,40.3911927186214,-3.73712594632013,Private room,52,2,1,0.25,2,90
Centro,Universidad,40.4237256650479,-3.70274974063181,Entire home/apt,70,2,10,2.7,1,343
Chamartín,Hispanoamérica,40.4587162019565,-3.68724738333014,Entire home/apt,75,1,1,0.31,1,179
Centro,Justicia,40.4222271584736,-3.69762287023645,Entire home/apt,44,2,11,4.29,1,77
Salamanca,Guindalera,40.4314567579856,-3.66629623191184,Private room,27,1,0,0,14,341
Centro,Sol,40.4180367127859,-3.70047808997151,Entire home/apt,70,1,38,9.34,13,95
Centro,Sol,40.4180649870853,-3.70837622474173,Private room,39,2,9,2.41,1,17
Tetuán,Cuatro Caminos,40.4551694755085,-3.69917745792136,Entire home/apt,85,3,1,0.71,1,51
Centro,Justicia,40.4231931579454,-3.70053441918869,Private room,22,15,14,3.59,3,55
Centro,Justicia,40.4230741052915,-3.69188549213162,Entire home/apt,80,3,2,0.61,1,46
Centro,Embajadores,40.4090675600254,-3.69581922056841,Entire home/apt,60,2,1,0.31,1,176
Latina,Puerta del Angel,40.4125916955457,-3.72501755642434,Entire home/apt,42,3,9,2.27,3,67
Fuencarral - El Pardo,Valverde,40.507774003787,-3.67138712199682,Entire home/apt,50,1,0,0,1,0
Usera,Moscardó,40.3864798939362,-3.70278895084651,Entire home/apt,43,5,0,0,9,184
Moncloa - Aravaca,Aravaca,40.4448590634121,-3.78578861787235,Private room,40,1,2,0.65,1,59
Centro,Embajadores,40.4074975052851,-3.69938524700879,Entire home/apt,89,3,6,1.78,1,65
Centro,Sol,40.418485489008,-3.70339735829102,Entire home/apt,82,2,2,0.62,1,63
Salamanca,Guindalera,40.4321946059995,-3.6656001333748,Entire home/apt,85,1,0,0,14,352
Salamanca,Guindalera,40.4327879477815,-3.66398375908219,Private room,23,1,0,0,14,334
Centro,Cortes,40.4115354496124,-3.69439721036381,Entire home/apt,40,3,1,1,3,4
Centro,Embajadores,40.4103791872636,-3.70025106354413,Entire home/apt,40,3,1,0.25,1,0
Salamanca,Recoletos,40.421466729151,-3.68938675562939,Entire home/apt,180,2,10,2.52,4,330
Centro,Justicia,40.4266304899885,-3.70052710181903,Private room,18,2,0,0,2,162
Salamanca,Goya,40.4252086431258,-3.67921141280776,Entire home/apt,120,3,2,0.63,11,242
Centro,Justicia,40.4266356172806,-3.69980634633018,Private room,28,1,6,1.84,2,159
Carabanchel,San Isidro,40.3921034715605,-3.72654173246207,Private room,25,1,0,0,11,350
Centro,Cortes,40.4141094421271,-3.69484174581022,Private room,80,1,0,0,6,71
Centro,Justicia,40.4239064483885,-3.69481917004621,Private room,32,1,0,0,1,175
Ciudad Lineal,Colina,40.4591566063075,-3.65908249644062,Private room,25,1,2,0.51,2,17
Latina,Puerta del Angel,40.4147096537,-3.72870876490819,Entire home/apt,40,4,7,1.76,1,97
Latina,Puerta del Angel,40.4112084602502,-3.73312252164387,Private room,20,1,0,0,1,81
Chamberí,Trafalgar,40.435938984607,-3.70351435147927,Entire home/apt,55,2,4,1.22,1,26
Chamberí,Arapiles,40.4384337840593,-3.70423566587125,Private room,40,1,10,2.54,1,347
Centro,Palacio,40.4106366993089,-3.71215238252896,Entire home/apt,76,5,1,0.33,5,321
Chamberí,Arapiles,40.4345351981903,-3.70794098000584,Private room,28,60,0,0,1,67
Salamanca,Recoletos,40.4222333059085,-3.68633961087699,Private room,55,2,0,0,1,126
Carabanchel,San Isidro,40.3892402176789,-3.73312293776598,Entire home/apt,68,3,6,1.65,1,255
Centro,Cortes,40.4156067452821,-3.69832353066187,Entire home/apt,144,3,1,0.31,77,223
Centro,Embajadores,40.4085711109725,-3.70304795470635,Private room,60,5,0,0,1,336
Centro,Universidad,40.4248786964677,-3.70458686732371,Private room,35,7,0,0,1,365
Moncloa - Aravaca,Casa de Campo,40.4252068176914,-3.71794282930053,Entire home/apt,390,2,1,0.88,3,328
Arganzuela,Acacias,40.3989399905526,-3.70731684863333,Private room,21,1,1,1,1,81
Chamartín,Nueva España,40.4622684971839,-3.68341347759754,Entire home/apt,455,30,0,0,39,310
Chamberí,Trafalgar,40.4341773961295,-3.70185536203012,Private room,20,1,3,0.88,2,149
Centro,Embajadores,40.4070368506749,-3.70074111656101,Entire home/apt,96,3,13,3.86,1,102
Arganzuela,Palos de Moguer,40.4041872788886,-3.69199181536322,Private room,25,1,17,4.51,1,274
Ciudad Lineal,Quintana,40.437671863463,-3.64633544301464,Private room,15,1,46,11.6,1,21
San Blas - Canillejas,Rosas,40.4279930941624,-3.60964051622466,Private room,12,1,11,4.34,1,318
Moncloa - Aravaca,Valdezarza,40.4707957466776,-3.72108121521456,Private room,28,1,0,0,1,365
Chamartín,Prosperidad,40.4431197069229,-3.66957125799883,Entire home/apt,65,2,2,0.77,1,159
Centro,Sol,40.416614866068,-3.70731168207467,Entire home/apt,175,1,22,5.55,3,193
Barajas,Alameda de Osuna,40.457904875963,-3.58603946861058,Private room,20,1,2,0.71,1,34
